id,description,question,choices,answer
044736,"A smooth, reflective bronze torus pierced by a sharp, matte silver cylinder.",What shape is pierced?,"['cylinder', 'sphere', 'torus', 'prism']",torus
044736,"A smooth, reflective bronze torus pierced by a sharp, matte silver cylinder.",What material is the torus made of?,"['silver', 'bronze', 'gold', 'copper']",bronze
044736,"A smooth, reflective bronze torus pierced by a sharp, matte silver cylinder.",What property does the cylinder have?,"['fuzzy', 'glossy', 'reflective', 'matte']",matte
044736,"A smooth, reflective bronze torus pierced by a sharp, matte silver cylinder.",Is the torus rough?,"['no', 'yes']",no
bb0c52,Clusters of fuzzy magenta dots arranged along a sharp lime-green curve.,What color are the dots?,"['amber', 'magenta', 'ochre', 'vermillion']",magenta
bb0c52,Clusters of fuzzy magenta dots arranged along a sharp lime-green curve.,What describes the arrangement of the dots?,"['grid', 'clusters', 'spiral', 'scattered']",clusters
bb0c52,Clusters of fuzzy magenta dots arranged along a sharp lime-green curve.,What color is the curve?,"['blue', 'green', 'lime-green', 'yellow']",lime-green
bb0c52,Clusters of fuzzy magenta dots arranged along a sharp lime-green curve.,Are the dots described as smooth?,"['no', 'yes']",no
233d15,a shimmering obsidian sphere resting on a bed of electric blue moss,What is the object resting on the moss?,"['cube', 'pyramid', 'sphere', 'torus']",sphere
233d15,a shimmering obsidian sphere resting on a bed of electric blue moss,What color is the sphere?,"['blue', 'green', 'obsidian', 'red']",obsidian
233d15,a shimmering obsidian sphere resting on a bed of electric blue moss,What color is the moss?,"['brown', 'electric blue', 'grey', 'yellow']",electric blue
233d15,a shimmering obsidian sphere resting on a bed of electric blue moss,Is the sphere described as dull?,"['no', 'yes']",no
a9815a,a constellation of cyan pentagons against a backdrop of swirling violet gas,What shape are the cyan objects?,"['circles', 'hexagons', 'pentagons', 'squares']",pentagons
a9815a,a constellation of cyan pentagons against a backdrop of swirling violet gas,What color are the pentagons?,"['cyan', 'magenta', 'violet', 'yellow']",cyan
a9815a,a constellation of cyan pentagons against a backdrop of swirling violet gas,What is in the background?,"['liquid water', 'solid rock', 'swirling violet gas', 'white clouds']",swirling violet gas
a9815a,a constellation of cyan pentagons against a backdrop of swirling violet gas,Is there a constellation depicted?,"['no', 'yes']",yes
5925e2,crimson and gold filigree weaving through a translucent emerald panel,What colors are in the filigree?,"['blue and white', 'crimson and gold', 'green and silver', 'orange and black']",crimson and gold
5925e2,crimson and gold filigree weaving through a translucent emerald panel,What material is the panel made of?,"['ceramic', 'emerald', 'metal', 'wood']",emerald
5925e2,crimson and gold filigree weaving through a translucent emerald panel,Is the panel opaque?,"['no', 'yes']",no
5925e2,crimson and gold filigree weaving through a translucent emerald panel,What technique is used with the crimson and gold materials?,"['carving', 'filigree', 'painting', 'stamping']",filigree
fbff9d,a singular chartreuse Möbius strip floating in an void of indigo,What mathematical shape is featured?,"['Klein bottle', 'Möbius strip', 'sphere', 'torus']",Möbius strip
fbff9d,a singular chartreuse Möbius strip floating in an void of indigo,What color is the Möbius strip?,"['chartreuse', 'indigo', 'magenta', 'teal']",chartreuse
fbff9d,a singular chartreuse Möbius strip floating in an void of indigo,What color is the surrounding void?,"['black', 'indigo', 'white', 'yellow']",indigo
fbff9d,a singular chartreuse Möbius strip floating in an void of indigo,Are there multiple Möbius strips?,"['no', 'yes']",no
49c0a1,"stacked rhombuses of varying shades of cerulean, casting faint umbrae",What shape are the stacked objects?,"['circles', 'squares', 'rhombuses', 'triangles']",rhombuses
49c0a1,"stacked rhombuses of varying shades of cerulean, casting faint umbrae",What color is the rhombuses?,"['cerulean', 'crimson', 'goldenrod', 'violet']",cerulean
49c0a1,"stacked rhombuses of varying shades of cerulean, casting faint umbrae",Do the shapes cast shadows?,"['no', 'yes']",yes
49c0a1,"stacked rhombuses of varying shades of cerulean, casting faint umbrae",Are the rhombuses all the same shade?,"['no', 'yes']",no
de2974,an arrangement of coquelicot cubes receding into a mist of periwinkle,What shape are the primary objects?,"['cubes', 'cylinders', 'spheres', 'tetrahedrons']",cubes
de2974,an arrangement of coquelicot cubes receding into a mist of periwinkle,What color are the cubes?,"['cerulean', 'coquelicot', 'periwinkle', 'teal']",coquelicot
de2974,an arrangement of coquelicot cubes receding into a mist of periwinkle,What color is the mist?,"['grey', 'periwinkle', 'white', 'yellow']",periwinkle
de2974,an arrangement of coquelicot cubes receding into a mist of periwinkle,How are the cubes positioned relative to the viewer?,"['approaching', 'expanding', 'receding', 'spinning']",receding
2da2fc,a spiral of viridian octagons converging towards a central fulvous nexus,What shape are the objects in the spiral?,"['circles', 'octagons', 'pentagons', 'squares']",octagons
2da2fc,a spiral of viridian octagons converging towards a central fulvous nexus,What color are the octagons?,"['cyan', 'magenta', 'viridian', 'yellow']",viridian
2da2fc,a spiral of viridian octagons converging towards a central fulvous nexus,What color is the central nexus?,"['fulvous', 'indigo', 'maroon', 'teal']",fulvous
2da2fc,a spiral of viridian octagons converging towards a central fulvous nexus,What kind of arrangement do the octagons form?,"['grid', 'line', 'random cluster', 'spiral']",spiral
fe5fb5,"a single aubergine torus, exhibiting subtle iridescence under a warm light source",What shape is depicted?,"['cube', 'sphere', 'torus', 'triangle']",torus
fe5fb5,"a single aubergine torus, exhibiting subtle iridescence under a warm light source",What color is the torus?,"['aubergine', 'crimson', 'emerald', 'gold']",aubergine
fe5fb5,"a single aubergine torus, exhibiting subtle iridescence under a warm light source",What optical property does the torus exhibit?,"['fluorescence', 'iridescence', 'luminescence', 'opacity']",iridescence
fe5fb5,"a single aubergine torus, exhibiting subtle iridescence under a warm light source",Is the light source described as cool?,"['no', 'yes']",no
3c9c3c,pattern of interconnected malachite hexagons against a background of off-white,What shape are the interconnected objects?,"['circles', 'hexagons', 'squares', 'stars']",hexagons
3c9c3c,pattern of interconnected malachite hexagons against a background of off-white,What color are the hexagons?,"['aubergine', 'cerulean', 'malachite', 'periwinkle']",malachite
3c9c3c,pattern of interconnected malachite hexagons against a background of off-white,What color is the background?,"['black', 'blue', 'off-white', 'red']",off-white
3c9c3c,pattern of interconnected malachite hexagons against a background of off-white,Are the hexagons isolated or connected?,"['connected', 'isolated']",connected
a27a88,"a gradient transitioning from burnt sienna to chartreuse, overlaid with a delicate network of bistre lines",What colors are part of the gradient?,"['blue and green', 'burnt sienna and chartreuse', 'crimson and gold', 'violet and indigo']",burnt sienna and chartreuse
a27a88,"a gradient transitioning from burnt sienna to chartreuse, overlaid with a delicate network of bistre lines",What visual effect is described?,"['checkered pattern', 'gradient', 'solid color', 'striped pattern']",gradient
a27a88,"a gradient transitioning from burnt sienna to chartreuse, overlaid with a delicate network of bistre lines",What color is the overlaid lines?,"['bistre', 'cyan', 'magenta', 'teal']",bistre
a27a88,"a gradient transitioning from burnt sienna to chartreuse, overlaid with a delicate network of bistre lines",Are the lines thick and bold?,"['no', 'yes']",no
441ff8,"A shimmering golden sphere orbiting a static, deep blue cube",What shape is described as static?,"['sphere', 'cube', 'pyramid', 'cylinder']",cube
441ff8,"A shimmering golden sphere orbiting a static, deep blue cube",What color is the orbiting object?,"['blue', 'silver', 'golden', 'bronze']",golden
441ff8,"A shimmering golden sphere orbiting a static, deep blue cube",Is there a deep blue object in the image?,"['no', 'yes']",yes
441ff8,"A shimmering golden sphere orbiting a static, deep blue cube",What geometrical relationship is described between the two objects?,"['intersecting', 'adjacent', 'orbiting', 'stacked']",orbiting
f1a0fa,Interlocking crimson and white gears forming a complex pattern,What are the primary shapes in the image?,"['circles', 'squares', 'gears', 'triangles']",gears
f1a0fa,Interlocking crimson and white gears forming a complex pattern,Are there any green elements in the image?,"['no', 'yes']",no
f1a0fa,Interlocking crimson and white gears forming a complex pattern,What colors are the interlocking shapes?,"['blue and red', 'crimson and white', 'green and yellow', 'black and gray']",crimson and white
f1a0fa,Interlocking crimson and white gears forming a complex pattern,How are the gears arranged?,"['randomly scattered', 'in a line', 'forming a complex pattern', 'stacked']",forming a complex pattern
04256b,A series of chartreuse waves flowing across a background of muted grayscale,What is the background color scheme?,"['vibrant colors', 'muted grayscale', 'primary colors', 'pastel shades']",muted grayscale
04256b,A series of chartreuse waves flowing across a background of muted grayscale,What is flowing across the background?,"['lines', 'shapes', 'waves', 'dots']",waves
04256b,A series of chartreuse waves flowing across a background of muted grayscale,Is the main color of the waves chartreuse?,"['no', 'yes']",yes
04256b,A series of chartreuse waves flowing across a background of muted grayscale,Is the background brightly colored?,"['no', 'yes']",no
7c9c32,"A single, large cyan circle with several smaller magenta triangles inside it",What color is the larger shape?,"['magenta', 'cyan', 'green', 'blue']",cyan
7c9c32,"A single, large cyan circle with several smaller magenta triangles inside it",How many large circles are depicted?,"['zero', 'one', 'two', 'several']",one
7c9c32,"A single, large cyan circle with several smaller magenta triangles inside it",What shape are the smaller objects inside the circle?,"['squares', 'circles', 'triangles', 'rectangles']",triangles
7c9c32,"A single, large cyan circle with several smaller magenta triangles inside it",Are the smaller shapes outside the large circle?,"['no', 'yes']",no
